Player_id,Team_name,Player_name,Player_enlish_name,Squad_num,Position,National,Height,Weight,Birthday
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20020137,부산,이고르,Igor Silva De Freitas,21,MF,브라질,181,76,1979/10/25
20030001,성남,천대환,"Chun, Dae Hwan",27,DF,한국,173,65,1980/12/06
20030002,성남,고범수,"Ko, Bum Soo",29,DF,한국,183,77,1980/04/16
20030003,인천,도재준,"Do, Jae Joon",14,MF,한국,172,69,1980/05/06
20030004,강원,박우현,"Park, Woo Hyun",33,DF,한국,179,74,1980/04/28
20030005,성남,박민영,"Park, Min Young",41,FW,한국,171,61,1987/04/02
20030006,성남,정한거,"Jung, Han Ger",37,DF,한국,187,88,1980/03/20
20030007,대전,최형준,"Choi, Hyung Joon",30,DF,한국,186,85,1980/06/04
20030008,제주,김우진,"Kim, Woojin",23,MF,한국,178,73,1980/04/19
20030009,울산,이동근,"Lee, Dong Geun",8,MF,한국,175,67,1981/01/23
20030010,제주,박승광,"Park, Sung Kwang",25,DF,한국,185,81,1981/02/13
