Player_id,Team_name,Player_name,Player_enlish_name,Squad_num,Position,National,Height,Weight,Birthday
19970063,수원,설익찬,"Sul, Ik Chan",25,DF,한국,173,76,1978/03/25
19970064,수원,이용우,"Lee, Yong Woo",27,MF,한국,175,70,1977/07/20
19970065,수원,김기호,,9,벤치,한국,,,
19970066,수원,이경근,"Lee, Kyung Kun",4,DF,한국,183,78,1978/06/16
19970067,수원,김광수,"Kim, Kwang Soo",41,GK,한국,182,79,1977/03/10
19970068,서울,박정석,"Park, Jung Suk",5,DF,한국,182,78,1977/04/19
19970069,강원,데니스,Denis Laktionov,22,MF,러시아,178,74,1977/09/04
19970070,수원,조재민,CHO Jaemin,-,-,한국,-,-,1978/05/22
19970071,수원,임정호,,99,벤치,한국,,,
19970072,수원,임광억,,99,벤치,한국,,,
19970073,수원,김대희,,99,DF,한국,185,,1973/03/20
19970074,수원,강남길,"Kang, Nam Gil",39,DF,한국,175,65,1979/05/07
19970075,부산,이준호,,15,DF,한국,181,76,1967/06/06
19970076,수원,정광배,,99,벤치,한국,,,
19970077,수원,양진석,,99,벤치,한국,,,
19970078,포항,드라간,Dragan Skrba,1,GK,유고슬라비아,190,87,1965/08/26
19970079,연맹,나승화,,13,DF,한국,173,65,1969/10/08
19970080,대전,고병운,"Go, Byung Woon",5,DF,한국,180,76,1973/09/28
19970081,서울,안익수,IKSOO AN,-,-,한국,-,-,1965/05/06
19970082,충주,공문배,,-,-,한국,-,-,1964/08/28
19970083,부산,백기홍,BAIK KI HONG,-,-,한국,-,-,1971/03/11
19970084,포항,마말리,Emeka Esanga Mamale,7,FW,콩고민주공화국,174,72,1977/10/21
19970085,포항,박영섭,,23,DF,한국,178,72,1972/07/29
19970086,포항,코놀,Serguei Konovalov,10,FW,우크라이나,180,,1972/03/01
19970087,전남,전경준,JEON Kyeongjoon,-,-,한국,-,-,1973/09/10
19970088,포항,이영상,"Lee, Young Sang",12,DF,한국,182,75,1967/02/24
19970089,성남,노태경,"Noh, Tae Kyoung",25,DF,한국,175,68,1972/04/22
19970090,포항,김동기,,14,DF,한국,180,75,1971/05/22
19970091,성남,장현호,"Jang, Hyun Ho",3,DF,한국,189,81,1972/10/14
19970092,연맹,서효원,SEO HYO WON,16,MF,한국,173,70,1967/09/15
19970093,연맹,박태하,"Park, Tae Ha",17,MF,한국,177,72,1968/05/29
19970094,대전,황선홍,HWANG Sunhong,-,-,한국,-,-,1968/07/14
19970095,서울,장영훈,"Jang, Young Hoon",27,MF,한국,177,70,1972/02/04
19970096,울산,홍명보,Myeongbo HONG,-,-,한국,-,-,1969/02/12
19970097,포항,박지호,"Park, Ji Ho",25,FW,한국,180,81,1970/07/04
19970098,포항,강상협,,16,MF,한국,176,68,1977/12/17
19970099,포항,이승협,,24,DF,한국,180,,1971/04/15
19970100,성남,홍도표,"Hong, Do Pyo",41,MF,한국,173,66,1973/07/24
19970101,수원FC,조종화,CHO Jonghwa,-,-,한국,-,-,1974/04/04
19970102,전남,김명곤,"Kim, Myung Gon",2,MF,한국,177,73,1974/04/15
19970103,포항,우홍균,,99,MF,한국,,,1969/07/21
19970104,포항,김후석,,41,MF,한국,,,1974/03/20
19970105,포항,박순배,,31,MF,한국,,,1969/04/22
19970106,인천,김이섭,LEESUP KIM,-,-,한국,-,-,1974/04/27
19970107,성남,김영호,,1,GK,한국,185,77,1961/04/20
19970108,부천,이영민,YOUNGMIN LEE,-,-,한국,-,-,1973/12/20
19970109,제주,샤샤,Aleksandr Podshivalov,1,GK,러시아,190,80,1964/09/06
19970110,성남,이석경,"Lee, Sek Kyung",27,FW,한국,173,70,1969/01/19
19970111,전남,이찬행,,23,FW,한국,188,83,1968/07/14
19970111,전남,이찬행,,23,FW,한국,188,83,1968/07/14
19970113,연맹,허기태,"Huh, Ki Tae",5,DF,한국,183,80,1967/07/13
19970114,포항,김기동,KIM GIDONG,-,-,한국,-,-,1972/01/12
19970115,제주,미카엘,Karapet Mikaelyan,7,FW,아르메니아,173,73,1968/09/27
19970116,제주,조셉,SOMOGYI JOZSEF,8,MF,헝가리,186,84,1968/05/23
19970117,제주,세르게이,Sergey Burdin,11,FW,러시아,188,85,1970/03/02
19970118,울산,윤정환,YOON JONGHWAN,-,-,한국,-,-,1973/02/16
19970119,경남,조정현,CHO JUNG HYUN,-,-,한국,-,-,1969/11/12
19970120,제주,김은철,,12,DF,한국,173,66,1968/05/29
19970121,전남,오경석,,19,FW,한국,172,68,1973/02/24
19970122,제주,김한윤,KIM HAN YOON,-,-,한국,-,-,1974/07/11
19970123,수원,이임생,LEE Limsaeng,-,-,한국,-,-,1971/11/18
19970124,제주,박효빈,"Park, Hyo Bin",15,MF,한국,177,69,1972/01/07
19970125,부천,윤정춘,"Yun, Jung Chun",-,-,한국,-,-,1973/02/18
19970126,인천,박성철,PARK Sungchul,-,-,한국,-,-,1975/03/16
19970127,제주,김경태,"Kim, Kyng Tae",24,DF,한국,180,72,1973/07/05
19970128,제주,보리스,Boris Vostrosablin,20,DF,러시아,188,78,1968/10/07
19970128,제주,보리스,Boris Vostrosablin,20,DF,러시아,188,78,1968/10/07
19970130,포항,이대희,LEE DAE HEE,-,-,한국,-,-,1974/04/26
19970131,인천,조성환,SUNGHWAN JO,-,-,한국,-,-,1970/10/16
19970132,제주,정우진,,28,FW,한국,182,76,1969/01/20
19970133,울산,유상수,"YOO, SANG SOO",-,-,한국,-,-,1973/08/28
19970134,제주,김윤근,"Kim, Yoon Gun",24,FW,한국,177,73,1972/09/22
19970135,대전,이원식,"Lee, Won Shik",27,FW,한국,172,65,1973/05/16
19970136,대전,백승우,BAEK SEUNGWOO,-,-,한국,-,-,1973/05/28
19970137,제주,남기일,KIIL NAM,-,-,한국,-,-,1974/08/17
19970138,연맹,홍진호,Hong Jinho,12,MF,한국,170,74,1971/11/01
19970139,제주,김병열,,99,DF,한국,174,64,1977/05/01
19970140,제주,이순우,"Lee, Soon Woo",32,MF,한국,175,70,1974/08/23
19970141,제주,윤용민,,99,GK,한국,184,,1977/07/06
19970142,제주,주철우,,99,벤치,한국,180,71,1972/11/21
19970143,전북,알렉세이,Aleksei Prudnikov,31,GK,러시아,187,,1960/03/20
19970144,부산,고성민,"Go, Sung Min",-,-,한국,-,-,1972/09/07
19970145,서울,정종선,,20,DF,한국,180,76,1966/03/20
19970146,전북,최진규,"Choi, Jin Kyu",17,DF,한국,180,71,1969/05/11
19970147,연맹,이경춘,"Lee, Kyung Chun",5,DF,한국,183,76,1969/04/14
19970148,포항,최진철,CHOI JINCHEUL,-,-,한국,-,-,1971/03/26
19970149,연맹,변재섭,BYUN Jaesub,19,DF,한국,,68,1975/09/17
19970150,서울,김범수,"Kim, Bum Soo",46,FW,한국,177,73,1972/06/26
19970150,서울,김범수,"Kim, Bum Soo",46,FW,한국,177,73,1972/06/26
19970152,전북,잔코,Zanko Savov,10,FW,마케도니아,178,76,1965/10/14
19970153,제주,비탈리,Vitaliy Parakhnevych,24,FW,우크라이나,183,74,1969/05/04
19970154,광주,김호영,Kim Ho Young,-,-,한국,-,-,1969/10/29
19970155,전북,김경량,"KIM, KYUNG RYANG",-,-,한국,-,-,1973/12/22
19970156,수원,황득하,,-,-,한국,-,-,1965/06/08
19970157,전북,전현석,"Jeon, Hyun Seok",23,MF,한국,172,70,1974/03/29
19970158,울산,김성구,"Kim, Sung Koo",13,MF,한국,181,77,1969/03/15
19970159,전북,김봉현,"Kim, Bong Hyun",98,DF,한국,188,74,1974/07/07
19970160,전북,김경래,,28,MF,한국,173,64,1964/03/18
19970161,연맹,정경구,JEONG Kyong Koo,14,MF,한국,178,76,1970/06/17
19970162,부산,김판곤,KIM Pangon,-,-,한국,-,-,1969/05/01
19970163,대전,성원종,"Sung, Won Jong",31,GK,한국,185,79,1970/09/27
19970164,전북,이정인,,23,MF,한국,179,,1973/02/10
19970165,전북,김태인,,24,DF,한국,177,71,1972/05/21
19970166,전북,강성민,,17,FW,한국,182,77,1974/12/26
19970167,전북,유철민,"You, Chul Min",42,DF,한국,175,67,1974/01/15
19970168,전북,이태훈,,25,DF,한국,175,67,1971/06/07
19970169,전북,박종필,,11,FW,한국,170,64,1976/10/17
19970170,전북,유성우,,29,DF,한국,178,74,1971/05/23
19970171,전북,유강원,,99,벤치,한국,180,74,1974/05/07
19970172,전북,강원길,,2,DF,한국,176,75,1968/03/17
19970173,전북,김영곤,,99,벤치,한국,182,81,1974/04/23
19970174,부산,일리치,Sasa Ilic,1,GK,마케도니아,190,82,1970/09/05
19970175,부산,김병탁,,2,MF,한국,,,1970/09/18
19970176,수원,류웅열,"Ryu, Woong Yeol",20,DF,한국,183,80,1968/04/25
19970177,부산,정광석,,4,DF,한국,,,1970/12/01
19970178,대전,이민성,Minsung LEE,-,-,한국,-,-,1973/06/23
19970179,부산,김주성,"Kim, Joo Sung",6,DF,한국,177,73,1966/01/17
19970180,성남,뚜레,Dzevad Turkovic,14,MF,크로아티아,172,67,1972/08/17
19970181,경남,김귀화,KIM Gwihwa,-,-,한국,-,-,1970/03/15
19970182,인천,마니치,Radivoje Manic,99,FW,세르비아,182,77,1972/01/16
19970182,인천,마니치,Radivoje Manic,99,FW,세르비아,182,77,1972/01/16
19970184,포항,정재권,"Jung, Jae Kwon",19,FW,한국,168,68,1970/11/05
19970185,인천,김학철,"Kim, Hak Chol",6,DF,한국,177,75,1972/11/04
19970186,서울E,김현수,KIM HYUN SOO,-,-,한국,-,-,1973/03/13
19970187,연맹,김상문,"KIM, SANG MOON",14,DF,한국,176,64,1967/04/08
19970188,서울,윤희준,YOON HEE JUN,-,-,한국,-,-,1972/11/01
19970189,전북,김재형,"Kim, Jae Young",7,MF,한국,187,74,1973/09/02
19970190,전남,하석주,HA Seokju,-,-,한국,-,-,1968/02/20
19970191,인천,이장관,"Lee, Jang Kwan",14,DF,한국,170,63,1974/07/04
19970192,성남,샤샤,Sasa Drakulic,10,FW,유고슬라비아,190,84,1972/08/28
19970193,안양,유병훈,Byunghoon RYU,-,-,한국,-,-,1976/07/03
19970194,부산,이승태,,21,GK,한국,172,,1972/03/28
19970195,서울E,우성용,WOO SUNG YONG,-,-,한국,-,-,1973/08/18
19970196,부산,최윤호,,23,FW,한국,,,1974/09/15
19970197,부산,하상수,,24,MF,한국,170,,1973/07/25
19970198,서울,최영일,"Choi, Young Il",45,DF,한국,181,76,1966/04/25
19970199,인천,이용하,"Lee, Yong Ha",37,MF,한국,173,66,1973/12/15
19970200,제주,최월규,"Choi, Weol Kyoo",22,MF,한국,180,70,1973/06/28
19970201,부산,유수상,,24,MF,한국,167,64,1967/12/10
19970202,부산,권해창,"Kwun, Hae Chang",17,MF,한국,170,60,1972/09/02
19970203,서울,신범철,SHIN bum,-,-,한국,-,-,1970/09/27
19970204,포항,김태근,,99,DF,한국,,,1961/02/23
19970205,부산,임해민,,99,벤치,한국,,,
19970206,부산,김풍주,KIM Pung ju,1,GK,한국,191,75,1964/10/01
19970207,전남,페트로,SASA PETROVIC,1,GK,유고슬라비아,190,80,1966/12/31
19970208,전남,김정혁,"Kim, Jung Hyuk",-,-,한국,-,-,1968/11/30
19970209,전남,김현수,김현수,-,-,한국,-,-,1973/02/14
19970210,경남,김도근,KIM DOHKEUN,-,-,한국,-,-,1972/03/02
19970211,전남,양동연,"Yang, Doong Yun",5,DF,한국,184,78,1970/04/30
19970212,인천,유동우,"YU, DONG WOO",-,-,한국,-,-,1968/03/07
19970213,수원,김태영,KIM TAE YUNG,-,-,한국,-,-,1970/11/08
19970214,부산,노상래,ROH SANG RAE,-,-,한국,-,-,1970/12/15
19970215,제주,김기선,,18,MF,한국,182,75,1969/02/27
19970216,인천,김봉길,KIM Bongkil,-,-,한국,-,-,1966/03/15
19970217,전남,주홍렬,"Ju, Hong Ryeol",40,DF,한국,176,69,1972/08/02
19970218,경남,송광환,SONG Kwanghwan,-,-,한국,-,-,1966/02/01
19970219,전남,김인완,KIM IN WAN,-,-,한국,-,-,1971/02/13
19970220,전남,엄영식,,15,DF,한국,179,74,1970/06/23
19970221,강원,김상호,KIM Sangho,-,-,한국,-,-,1964/10/05
19970222,전남,바하,Mahmadu Alphajor Bah,17,MF,시에라리온,177,70,1977/01/01
19970223,전남,황인성,,13,FW,한국,180,73,1970/04/05
19970224,울산,임재선,,10,FW,한국,180,75,1968/06/10
19970225,대전,최윤열,"Choi, Yoon Yeol",20,DF,한국,185,79,1974/04/17
19970226,전남,조형기,,99,DF,한국,186,76,1973/03/13
19970227,경남,박종문,PARK JONG MUN,-,-,한국,-,-,1970/10/02
19970228,전남,김태엽,,23,MF,한국,177,70,1972/03/02
19970229,전남,김범기,"Kim, Berm Ki",38,MF,한국,172,64,1974/03/01
19970230,전남,김해국,"Kim, Hae Kook",25,DF,한국,,,1974/05/20
19970231,전남,이제승,,32,MF,한국,174,65,1973/04/25
19970232,전남,정대철,,99,FW,한국,178,74,1974/05/23
19970233,전남,서병학,,99,DF,한국,173,69,1974/10/12
19970234,전남,주용선,,99,DF,한국,180,73,1974/03/03
19970235,부산,최영희,,33,DF,한국,180,70,1969/02/26
19970236,안양,신의손(샤리체프),Valeriy Konstatinovich Sarychev,-,-,타지키스탄,-,-,1960/01/12
19970237,제주,김경범,,35,DF,한국,177,67,1965/03/05
19970238,성남,조일수,,28,DF,한국,172,62,1972/11/05
19970239,성남,류봉기,"Ryu, Bong Gi",4,DF,한국,178,74,1968/09/02
19970239,성남,류봉기,"Ryu, Bong Gi",4,DF,한국,178,74,1968/09/02
19970241,성남,김창원,"Kim, Chang Won",53,DF,한국,179,74,1971/06/22
19970242,성남,신태용,SHIN Taeyong,-,-,한국,-,-,1970/10/11
19970243,성남,두윤성,,8,DF,한국,172,67,1974/10/17
19970243,성남,두윤성,,8,DF,한국,172,67,1974/10/17
19970245,성남,아그보,Agbo Alex,11,FW,나이지리아,191,,1977/07/01
19970246,성남,아드리안,Zazi Chaminga Adrien,12,FW,콩고민주공화국,180,79,1975/03/26
19970247,성남,루비,Rubenilson Monteiro Ferreira,13,MF,브라질,,,1972/08/07
19970248,전북,김동군,"Kim, Dong Gun",22,MF,한국,178,72,1971/07/22
19970249,성남,아보라,Aboraa Stanley,15,MF,가나,165,65,1969/08/25
19970250,대전,황연석,"Hwang, Youn Suck",-,-,한국,-,-,1973/10/17
19970251,포항,미하일,Radmilo Mihajlovic,9,FW,유고슬라비아,184,76,1964/11/19
19970252,성남,이광현,,19,MF,한국,180,,1973/03/16
19970253,성남,박광현,"Park, Kwang Hyun",20,DF,한국,180,77,1967/07/24
19970254,성남,조우석,"Cho, Woo Seok",19,DF,한국,174,65,1968/10/08
19970255,성남,김해운,KIMHAEWOON,-,-,한국,-,-,1973/12/25
19970256,성남,홍종경,"Hong, Jong Kyung",23,MF,한국,178,67,1973/05/11
19970257,성남,박종찬,,25,MF,한국,174,70,1971/02/08
19970258,성남,오주포,"OH, Ju Po",-,-,한국,-,-,1973/06/21
19970259,인천,김정재,"Kim, Jung Jae",-,-,한국,-,-,1974/05/22
19970260,성남,김국환,,27,FW,한국,184,,1972/09/13
19970261,성남,최성호,,29,FW,한국,173,70,1969/07/17
19970262,성남,송상우,SONG Sangwoo,-,-,한국,-,-,1973/03/20
19970263,성남,김주일,,30,DF,한국,,,1974/03/05
19970264,광주상무,임종국,"Lim, Jong Kuk",-,-,한국,-,-,1968/04/13
19970265,서울,김판근,,2,MF,한국,172,68,1966/03/05
19970266,대구,손현준,SON HYUNJUN,-,-,한국,-,-,1972/03/20
19970267,경남,이영익,LEE YOUNGIK,-,-,한국,-,-,1966/08/30
19970268,서울,겐나디,Gennadi Styopushkin,5,DF,러시아,178,,1964/06/20
19970269,포항,자심,Abbas Jassim,10,MF,이라크,172,68,1973/12/10
19970270,서울,이인재,,11,FW,한국,175,67,1967/01/02
19970271,서울,윤상철,,8,FW,한국,178,73,1965/06/14
19970272,서울,스카첸코,Serhiy Skachenko,10,FW,우크라이나,184,,1972/11/18
19970273,서울,김대성,"Kim, Dae Sung",29,MF,한국,170,66,1972/05/10
19970274,수원,서정원,SEO JUNG WON,-,-,한국,-,-,1970/12/17
19970275,서울,권세진,"Kwon, Se Jin",4,DF,한국,180,79,1973/05/20
19970276,서울,조병영,,29,DF,한국,176,72,1966/01/22
19970277,제주,오명관,"Oh, Myung Kwan",5,DF,한국,185,78,1974/04/29
19970278,서울,강준호,"Kang, Chun Ho",24,DF,한국,171,68,1971/11/27
19970279,서울,함상헌,,16,FW,한국,180,,1971/03/20
19970280,서울,김현동,,17,MF,한국,168,,1972/08/25
19970281,서울,이정호,,18,DF,한국,172,67,1972/11/10
19970282,서울,이원준,LEE WONJUN,-,-,한국,-,-,1972/04/02
19970283,서울,정현호,"Jung, Hyun Ho",20,DF,한국,185,78,1974/02/13
19970284,수원,김봉수,KIM BONG,-,-,한국,-,-,1970/12/04
19970285,전북,정주완,"Jung, Joo Wan",22,DF,한국,181,77,1974/03/08
19970285,전북,정주완,"Jung, Joo Wan",22,DF,한국,181,77,1974/03/08
19970287,서울,박종인,"Park, Jong In",26,MF,한국,175,65,1974/04/10
19970287,서울,박종인,"Park, Jong In",26,MF,한국,175,65,1974/04/10
19970289,서울,김종연,"Kim, Jong Youn",25,FW,한국,183,77,1975/11/11
19970289,서울,김종연,"Kim, Jong Youn",25,FW,한국,183,77,1975/11/11
19970291,서울,김진용,"Kim, Jin Yong",39,FW,한국,180,74,1973/05/05
19970292,서울,김현태,"Kim, Hyun Tae",-,-,한국,-,-,1961/05/01
19970293,대전,김철기,"Kim, Cheol Kee",4,DF,한국,177,70,1977/12/27
19970294,대구,이영진,LEE Youngjin,-,-,한국,-,-,1963/10/27
19970295,서울,허형수,,99,벤치,한국,,,
19970296,서울,무탐바,Mutamba Kabongo,50,DF,콩고민주공화국,182,75,1972/12/09
19970297,포항,노주섭,,33,MF,한국,182,74,1970/09/13
19970298,전북,최은성,CHOI EUNSUNG,-,-,한국,-,-,1971/04/05
19970299,대전,장철우,"Chang, Chul Woo",7,MF,한국,172,65,1971/04/01
19970300,김천,김태완,TAEWAN KIM,-,-,한국,-,-,1971/06/01
19970301,제주,김정수,"Kim, Jung Soo",36,DF,한국,182,77,1975/01/17
19970302,대전,하금진,"Ha, Kem Jin",25,DF,한국,182,76,1974/08/16
19970303,대전,전경택,"Jeon, Kyung Tack",6,DF,한국,182,76,1970/06/20
19970304,대전,이승호,,7,FW,한국,,,1970/08/25
19970305,인천,신진원,SHIN Jinwon,-,-,한국,-,-,1974/09/27
19970306,서울E,공오균,OH KYUN GONG,-,-,한국,-,-,1974/09/10
19970307,대전,정성천,"Jeung, Sung Chun",20,MF,한국,184,78,1971/05/30
19970308,전남,차귀현,"Cha, Kwi Hyun",11,FW,한국,180,73,1975/01/12
19970309,충주,이창엽,LEE Changyup,-,-,한국,-,-,1974/11/19
19970310,대전,최동필,"Choi, Dong Pil",27,MF,한국,171,69,1971/03/25
19970311,대전,김승한,"Kim, Seung Han",14,MF,한국,175,69,1974/05/11
19970312,제주,김대수,"Kim, Dae Soo",4,DF,한국,184,74,1975/03/20
19970313,대전,홍광철,"Hong, Kwang Chul",4,DF,한국,172,65,1974/10/09
19970314,전북,김현민,"Kim, Hyun Min",-,-,한국,-,-,1970/04/09
19970315,대전,김은중,"Kim, Eun Jung",18,FW,한국,184,78,1979/04/08
19970316,대전,이호성,"Lee, Ho Sung",13,FW,한국,180,74,1974/09/12
19970317,대전,이준,"Lee, Jun",20,FW,한국,172,66,1974/05/28
19970318,강원,김승안,SEUNGAHN KIM,-,-,한국,-,-,1972/09/24
19970319,대전,강정대,"Kang, Jeung Dae",20,DF,한국,178,72,1971/08/22
19970319,대전,강정대,"Kang, Jeung Dae",20,DF,한국,178,72,1971/08/22
19970321,대전,조중현,,99,DF,한국,173,62,1974/10/20
19970322,대전,임병현,,99,FW,한국,180,81,1974/04/12
19970323,대전,우상범,,99,벤치,한국,,,
19970324,대전,정기영,,99,벤치,한국,,,
19970325,대전,김우준,,99,FW,한국,168,66,1974/03/26
19970326,전북,최인영,CHOI IN YOUNG,-,-,한국,-,-,1962/03/05
19970327,성남,카송고,Jean-Kasongo Banza,99,FW,콩고민주공화국,170,68,1974/06/26
19970328,포항,싼더,Sander Oostrom,27,MF,네덜란드,170,68,1967/07/14
19970329,성남,김영철,KIM YOUNGCHUL,-,-,한국,-,-,1976/06/30
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
19970330,서울,송훈,SONG Hoon,99,MF,한국,175,65,1970/03/07
